Year,Comparison Group,Institution,Total Curr Ops/Restricted Total,Total Current Operations,"Total Cap Purp/Prop, Bldgs, Equip",Total Cap Purp/Endowment/Unrestricted,Total Cap Purp/Loan Funds,Total Cap Purp/Endow/Restricted/Outright,Total Capital Purposes (Outright Gifts Only),Total Deferred/Face Value ,Total Deferred/Present Value ,Grand Total ,Alumni: Total ,Athletics/Curr Ops: Donors (#),Athletics/Curr Ops: Total Amount ($),Athletics/Cap Purp: Donors (#),Athletics/Total: Donors (#),Athletics/Cap Purp: Total Amount ($),Athletics/Total: Total Amount ($),Alumni: Curr Ops/Athletics
FY2008,Baccalaureate (All),Salem College,"$716,771","$1,903,319","$632,786","$135,472","$300,000","$2,312,387","$3,380,645","$1,467,750","$1,247,837","$6,531,801","$4,458,674",0,$0,0,0,$0,$0,$0
FY2009,Baccalaureate (All),Salem College,"$475,612","$1,822,814","$307,186","$35,544","$430,000","$1,257,585","$2,030,315","$501,000","$439,137","$4,292,266","$2,028,971",,,,,,,$0
FY2010,Baccalaureate (All),Salem College,"$414,957","$1,496,198","$148,128","$254,443","$37,408","$807,014","$1,246,993","$2,065,434","$1,736,470","$4,479,661","$3,010,264",,,,,,,$0
FY2006,Baccalaureate (All),Warren Wilson College,"$599,741","$1,141,505","$244,029",$250,$0,"$542,815","$787,094","$251,497","$86,800","$2,015,399","$174,172",1,$500,0,1,$0,$500,"$2,041"
FY2007,Baccalaureate (All),Warren Wilson College,"$821,936","$1,556,997","$409,093","$5,050",$0,"$479,618","$893,761","$100,000","$34,749","$2,485,507","$202,466",0,$0,0,0,$0,$0,"$3,028"
FY2008,Baccalaureate (All),Warren Wilson College,"$910,097","$1,469,156","$77,514","$100,000",$100,"$2,335,483","$2,513,097","$100,000","$26,491","$4,008,744","$132,639",13,"$7,015",0,13,$0,"$7,015","$1,600"
FY2009,Baccalaureate (All),Warren Wilson College,"$597,831","$1,617,169","$50,850",$50,$300,"$382,290","$433,490","$20,000","$7,962","$2,058,621","$139,234",,,,,,,"$3,528"
FY2010,Baccalaureate (All),Warren Wilson College,"$839,690","$1,936,069","$216,350","$3,255",$175,"$453,699","$673,479",$0,$0,"$2,609,548","$132,203",76,"$10,634",1,77,"$2,000","$12,634","$3,425"
FY2006,Baccalaureate (All),Bluffton University,"$153,982","$1,023,082","$720,633","$274,649",$0,"$6,784","$1,002,066",,"$696,805","$2,721,953","$1,662,468",,,,,,,
FY2006,Baccalaureate (All),College of Wooster,"$2,527,712","$5,277,659","$3,956,786","$701,577",$0,"$3,757,466","$8,415,829","$927,156","$385,789","$14,079,277","$7,187,946",376,"$31,527",1,377,$606,"$32,133","$29,287"
FY2007,Baccalaureate (All),College of Wooster,"$2,642,036","$5,667,579","$3,102,321","$1,941,286",$0,"$6,156,895","$11,200,502","$1,764,791","$864,466","$17,732,547","$9,606,636",307,"$36,942",31,338,"$11,125","$48,067","$29,117"
FY2008,Baccalaureate (All),College of Wooster,"$3,480,907","$6,090,338","$4,039,237","$2,900,806",$0,"$9,342,637","$16,282,680","$156,793","$84,344","$22,457,362","$7,179,792",400,"$68,464",4,404,"$21,150","$89,614","$30,629"
FY2009,Baccalaureate (All),College of Wooster,"$4,019,343","$6,753,939","$209,742","$484,798","$50,000","$2,388,523","$3,133,063","$406,768","$141,411","$10,028,413","$5,019,998",257,"$46,746",177,434,"$30,539","$77,285","$16,649"
FY2010,Baccalaureate (All),College of Wooster,"$2,369,279","$5,096,125","$6,514,720","$283,408",$0,"$1,619,246","$8,417,374","$4,249,984","$2,682,120","$16,195,619","$8,979,209",221,"$30,795",87,308,"$48,914","$79,709","$21,827"
FY2006,Baccalaureate (All),Defiance College,"$78,953","$926,711","$738,946","$5,984",$0,"$2,386,758","$3,131,688",$0,$0,"$4,058,399","$2,528,388",229,"$16,142",0,229,$0,"$16,142","$12,536"
FY2007,Baccalaureate (All),Defiance College,"$287,621","$1,140,310","$940,130","$21,005",$0,"$213,345","$1,174,480",$0,$0,"$2,314,790","$754,599",130,"$10,196",0,130,$0,"$10,196","$5,910"
FY2008,Baccalaureate (All),Defiance College,"$237,866","$1,010,297","$689,540","$11,631",$0,"$382,211","$1,083,382","$300,000","$78,336","$2,172,015","$917,412",250,"$39,563",0,250,$0,"$39,563","$16,669"
FY2009,Baccalaureate (All),Defiance College,"$675,443","$1,268,547","$260,055","$2,627",$0,"$182,488","$445,170","$272,000","$105,420","$1,819,137","$635,219",220,"$23,273",0,220,$0,"$23,273","$15,528"
FY2010,Baccalaureate (All),Defiance College,"$585,804","$1,227,910","$672,174","$6,773",$0,"$231,202","$910,149",$0,$0,"$2,138,059","$819,455",0,$0,0,0,$0,$0,"$20,280"
FY2006,Baccalaureate (All),Denison University,"$1,674,518","$5,712,546","$949,819","$433,958",$0,"$9,182,982","$10,566,759","$1,310,093","$877,720","$17,157,025","$6,304,392",290,"$73,094",0,290,$0,"$73,094","$19,340"
FY2007,Baccalaureate (All),Denison University,"$1,962,348","$6,287,891","$1,067,474","$664,214",$0,"$7,017,174","$8,748,862","$1,016,480","$820,866","$15,857,619","$7,607,982",544,"$131,412",0,544,$0,"$131,412","$16,911"
FY2008,Baccalaureate (All),Denison University,"$1,805,493","$6,636,256","$1,054,035","$853,447",$0,"$9,006,830","$10,914,312","$1,130,103","$875,193","$18,425,761","$7,934,316",124,"$125,358",2,126,"$100,000","$225,358","$26,456"
FY2009,Baccalaureate (All),Denison University,"$1,375,020","$5,492,765","$1,234,967","$1,250,067","$25,000","$5,310,252","$7,820,286","$662,818","$596,689","$13,909,740","$6,158,924",191,"$121,913",2,193,"$20,000","$141,913","$22,682"
FY2010,Baccalaureate (All),Denison University,"$2,528,196","$6,747,755","$5,075,848","$165,328","$65,000","$5,373,717","$10,679,893","$754,536","$654,999","$18,082,647","$7,156,003",121,"$118,469",2,123,"$80,000","$198,469","$23,586"
FY2006,Baccalaureate (All),Heidelberg University,"$434,179","$1,138,059","$1,674,190",$0,$0,"$538,112","$2,212,302","$232,500","$105,700","$3,456,061","$2,591,001",,,,,,,$0
FY2007,Baccalaureate (All),Heidelberg University,"$546,104","$1,223,534","$1,808,125",$0,$0,"$554,934","$2,363,059","$60,000","$17,978","$3,604,571","$2,530,440",0,$0,0,0,$0,$0,$0
FY2008,Baccalaureate (All),Heidelberg University,"$742,145","$1,973,040","$1,242,748","$100,000",$0,"$1,120,621","$2,463,369","$101,022","$28,284","$4,464,693","$3,257,843",0,$0,0,0,$0,$0,$0
FY2009,Baccalaureate (All),Heidelberg University,"$852,866","$1,509,685","$1,036,867",$0,$0,"$264,790","$1,301,657","$20,200","$8,485","$2,819,827","$2,317,835",,,,,,,$0
FY2010,Baccalaureate (All),Heidelberg University,"$769,500","$1,559,869","$2,268,209",$0,$0,"$1,343,635","$3,611,844","$50,000","$36,105","$5,207,818","$3,242,805",0,$0,0,0,$0,$0,$0
FY2007,Baccalaureate (All),Hiram College,"$1,124,901","$2,353,965","$1,861,080","$4,455",$0,"$981,225","$2,846,760",,"$111,136","$5,311,861","$1,125,821",,,,,,,
FY2008,Baccalaureate (All),Hiram College,"$1,345,407","$2,498,967","$818,319",$0,$0,"$1,338,589","$2,156,908",,"$30,084","$4,685,959","$1,166,611",,,,,,,
FY2009,Baccalaureate (All),Hiram College,"$1,124,856","$2,362,720","$1,489,267","$1,000",$0,"$594,552","$2,084,819",,"$13,148","$4,460,687","$1,232,753",,,,,,,
FY2010,Baccalaureate (All),Hiram College,"$1,006,188","$2,412,109","$715,229",$0,$0,"$582,301","$1,297,530",,$350,"$3,709,989","$1,240,294",,,,,,,
FY2006,Baccalaureate (All),John Carroll University,"$2,934,623","$5,687,738","$1,348,588","$559,325",$0,"$1,214,801","$3,122,714",$0,$0,"$8,810,452","$3,451,913",317,"$62,858",0,317,$0,"$62,858","$34,499"
FY2007,Baccalaureate (All),John Carroll University,"$3,118,088","$5,272,194","$615,737","$1,041,351",$0,"$1,592,388","$3,249,476","$22,023","$11,468","$8,533,138","$4,127,332",328,"$71,606",0,328,$0,"$71,606","$32,150"
FY2008,Baccalaureate (All),John Carroll University,"$3,137,776","$5,022,725","$392,594","$108,610",$0,"$2,574,602","$3,075,806","$12,000","$5,619","$8,104,150","$4,675,516",385,"$66,626",0,385,$0,"$66,626","$34,945"
FY2009,Baccalaureate (All),John Carroll University,"$3,973,304","$5,634,854","$141,603","$103,615",$0,"$2,144,121","$2,389,339",$0,$0,"$8,024,193","$3,961,475",338,"$56,200",0,338,$0,"$56,200","$34,803"
FY2010,Baccalaureate (All),John Carroll University,"$3,543,418","$5,394,223","$220,274","$56,143",$0,"$2,870,145","$3,146,562","$10,000","$4,648","$8,545,433","$4,612,762",372,"$61,230",0,372,$0,"$61,230","$38,970"
FY2006,Baccalaureate (All),Kenyon College,"$2,103,154","$6,402,949","$7,072,156","$33,750",$0,"$5,772,740","$12,878,646","$1,404,246","$715,186","$19,996,781","$13,512,311",133,"$30,982",0,133,$0,"$30,982","$7,032"
FY2007,Baccalaureate (All),Kenyon College,"$3,169,678","$7,666,329","$7,620,226","$1,702,482",$0,"$5,695,337","$15,018,045","$1,036,715","$562,349","$23,246,723","$10,670,718",37,"$9,755",,37,,"$9,755","$4,360"
FY2008,Baccalaureate (All),Kenyon College,"$3,068,087","$7,816,503","$9,225,837","$99,495",$0,"$5,358,483","$14,683,815","$548,273","$279,610","$22,779,928","$12,747,000",44,"$26,905",,44,,"$26,905","$2,840"
FY2009,Baccalaureate (All),Kenyon College,"$1,927,837","$6,344,022","$9,322,118","$35,952",$0,"$6,878,207","$16,236,277","$650,338","$170,058","$22,750,357","$14,263,789",17,"$21,674",,17,,"$21,674","$3,301"
FY2010,Baccalaureate (All),Kenyon College,"$3,522,589","$7,890,776","$8,493,132","$10,925","$1,213,150","$6,162,218","$15,879,425","$483,312","$258,610","$24,028,811","$10,224,650",82,"$44,270",,82,,"$44,270","$9,296"
FY2006,Baccalaureate (All),Marietta College,"$918,738","$1,962,260","$1,324,734","$1,550",$0,"$2,064,865","$3,391,149","$110,000","$58,769","$5,412,178","$3,027,745",0,$0,0,0,$0,$0,"$35,884"
FY2007,Baccalaureate (All),Marietta College,"$663,398","$1,999,363","$3,233,984","$30,136",$0,"$1,287,718","$4,551,838","$59,967","$33,707","$6,584,908","$2,425,512",0,$0,0,0,$0,$0,"$91,732"
FY2008,Baccalaureate (All),Marietta College,"$607,999","$1,969,249","$4,084,080","$16,957",$0,"$1,528,426","$5,629,463","$25,000","$13,629","$7,612,341","$2,499,073",0,$0,0,0,$0,$0,"$63,452"
FY2009,Baccalaureate (All),Marietta College,"$613,073","$1,588,306","$4,771,674","$120,001",$0,"$1,532,729","$6,424,404",$0,$0,"$8,012,710","$2,212,498",,,,,,,"$38,711"
FY2010,Baccalaureate (All),Marietta College,"$701,734","$2,138,660","$3,902,082","$159,132",$0,"$2,520,469","$6,581,683",$0,$0,"$8,720,343","$4,761,314",445,"$129,266",0,445,$0,"$129,266","$45,653"
FY2006,Baccalaureate (All),University of Mount Union,"$327,133","$1,493,231","$1,219,803",$0,$0,"$994,632","$2,214,435","$108,248","$43,598","$3,751,264","$2,305,823",,,1,1,"$6,000","$6,000",$0
FY2007,Baccalaureate (All),University of Mount Union,"$349,730","$1,560,974","$4,030,064",$0,$0,"$879,766","$4,909,830","$371,721","$280,030","$6,750,834","$3,857,742",0,$0,1,1,"$6,000","$6,000",$0
FY2008,Baccalaureate (All),University of Mount Union,"$274,253","$1,591,847","$3,309,237",$0,$0,"$986,269","$4,295,506","$3,440,343","$1,797,018","$7,684,371","$5,865,771",0,$0,1,1,"$6,000","$6,000",$0
FY2009,Baccalaureate (All),University of Mount Union,"$303,325","$1,517,472","$1,189,292",$0,$0,"$834,640","$2,023,932","$68,663","$29,022","$3,570,426","$2,225,625",0,$0,1,1,"$10,000","$10,000",$0
FY2010,Baccalaureate (All),University of Mount Union,"$544,420","$1,863,440","$1,534,419",$0,$0,"$1,064,989","$2,599,408","$40,000","$10,246","$4,473,094","$2,531,210",0,$0,0,0,$0,$0,"$16,128"
FY2006,Baccalaureate (All),Oberlin College,"$4,812,754","$8,101,661","$1,694,155","$2,432,955",$415,"$3,512,555","$7,640,080","$1,219,605","$637,443","$16,379,184","$8,038,612",,,,,,,"$6,500"
FY2007,Baccalaureate (All),Oberlin College,"$8,001,446","$10,835,994","$1,088,012","$2,635,480",$260,"$5,632,879","$9,356,631","$2,011,471","$985,372","$21,177,997","$6,362,049",,,,,,,"$120,941"
FY2008,Baccalaureate (All),Oberlin College,"$8,024,917","$10,733,130","$3,077,361","$1,890,484",$255,"$4,767,152","$9,735,252","$1,276,096","$343,232","$20,811,614","$9,193,981",,,,,,,"$79,149"
FY2009,Baccalaureate (All),Oberlin College,"$9,680,079","$12,242,861","$6,974,357","$1,907,578",$210,"$4,132,985","$13,015,130","$3,089,661","$831,693","$26,089,684","$8,607,481",,,,,,,"$67,127"
FY2010,Baccalaureate (All),Oberlin College,"$6,332,816","$9,692,506","$3,535,281","$929,069",$320,"$9,390,694","$13,855,364","$466,822","$193,488","$23,741,358","$5,956,077",,,,,,,"$66,007"
FY2006,Baccalaureate (All),Ohio Northern University,"$425,828","$1,714,176","$1,241,361","$31,741","$344,728","$2,465,050","$4,082,880","$332,264","$204,196","$6,001,252","$2,669,931",144,"$26,144",0,144,$0,"$26,144","$15,120"
FY2007,Baccalaureate (All),Ohio Northern University,"$534,398","$1,669,304","$12,845,043","$29,574","$35,000","$6,731,124","$19,640,741","$40,000","$23,577","$21,333,622","$8,954,410",210,"$36,577",2,212,"$5,000","$41,577","$16,899"
FY2008,Baccalaureate (All),Ohio Northern University,"$869,813","$1,961,403","$2,416,485","$907,651","$45,335","$3,560,363","$6,929,834","$184,195","$140,212","$9,031,449","$7,016,778",207,"$37,673",1,208,"$2,500","$40,173","$16,789"
FY2009,Baccalaureate (All),Ohio Northern University,"$1,265,664","$2,258,648","$2,451,585","$902,681","$22,000","$1,155,100","$4,531,366","$598,630","$259,723","$7,049,737","$2,568,248",394,"$55,219",1,395,"$2,500","$57,719","$13,039"
FY2010,Baccalaureate (All),Ohio Northern University,"$1,650,167","$2,639,291","$1,082,704","$1,032,553","$22,000","$1,320,672","$3,457,929","$227,290","$128,231","$6,225,451","$3,519,121",252,"$59,831",1,253,"$2,500","$62,331","$20,447"
FY2006,Baccalaureate (All),Ohio Wesleyan University,"$2,083,170","$5,487,597","$6,352,722","$355,806","$3,693","$2,950,600","$9,662,821","$100,000","$42,642","$15,193,060","$10,599,598",,,,,,,"$86,300"
FY2007,Baccalaureate (All),Ohio Wesleyan University,"$4,070,725","$8,776,108","$2,042,219","$452,885","$4,415","$4,740,572","$7,240,091","$274,999","$120,867","$16,137,066","$11,587,143",,,,,,,"$109,648"
FY2008,Baccalaureate (All),Ohio Wesleyan University,"$2,522,550","$7,200,724","$7,196,199","$15,610","$5,501","$10,885,950","$18,103,260","$573,020","$266,024","$25,570,008","$14,218,823",,,,,,,"$106,517"
FY2009,Baccalaureate (All),Ohio Wesleyan University,"$1,751,509","$6,987,184","$834,498","$171,152","$2,778","$2,992,246","$4,000,674","$160,914","$67,185","$11,055,043","$5,833,913",,,,,,,"$129,186"
FY2010,Baccalaureate (All),Ohio Wesleyan University,"$1,694,895","$5,567,876","$4,761,913","$27,475",$100,"$2,204,003","$6,993,491","$334,755","$146,932","$12,708,299","$8,304,781",557,"$169,202",4,561,"$3,100","$172,302","$115,269"
FY2006,Baccalaureate (All),University of Rio Grande,"$1,008,032","$1,035,605","$511,023",$0,$0,$0,"$511,023",$0,$0,"$1,546,628","$480,765",0,$0,0,0,$0,$0,"$6,135"
FY2007,Baccalaureate (All),University of Rio Grande,"$2,736,119","$2,736,119","$1,521,544",$0,$0,"$20,000","$1,541,544",$0,$0,"$4,277,663","$199,763",,,,,,,"$9,430"
FY2006,Baccalaureate (All),Wilmington College,"$747,102","$1,240,835","$245,236","$2,094",$0,"$538,387","$785,717","$50,000","$12,477","$2,039,029","$845,629",,,,,,,"$18,843"
FY2007,Baccalaureate (All),Wilmington College,"$728,480","$1,699,811","$218,927","$2,094",$0,"$550,863","$771,884","$5,141","$1,940","$2,473,635","$976,212",,,,,,,"$15,463"
FY2008,Baccalaureate (All),Wilmington College,"$642,870","$1,045,915","$1,582,008",$676,$0,"$249,267","$1,831,951","$64,562","$28,073","$2,905,939","$1,576,928",,,,,,,"$19,079"
FY2009,Baccalaureate (All),Wilmington College,"$579,336","$2,873,687","$131,514",$720,$0,"$128,158","$260,392",$0,$0,"$3,134,079","$2,276,188",,,,,,,"$18,880"
FY2010,Baccalaureate (All),Wilmington College,"$579,323","$1,008,671","$23,090",$90,"$25,000","$61,060","$109,240",$0,$0,"$1,117,911","$376,078",,,,,,,"$17,547"
FY2006,Baccalaureate (All),Wittenberg University,"$1,758,458","$3,979,760","$1,465,704","$119,000",$0,"$700,847","$2,285,551","$60,000","$26,897","$6,292,208","$4,095,465",673,"$143,211",2,675,"$1,000","$144,211","$107,391"
FY2007,Baccalaureate (All),Wittenberg University,"$989,561","$2,747,152","$1,253,807","$13,980",$0,"$1,781,917","$3,049,704","$153,175","$89,480","$5,886,336","$3,441,364",860,"$98,193",,860,,"$98,193","$62,669"
FY2008,Baccalaureate (All),Wittenberg University,"$815,146","$2,355,950","$940,436","$3,140",$0,"$2,835,272","$3,778,848","$663,450","$319,455","$6,454,253","$3,024,580","1,412","$133,103",0,"1,412",$0,"$133,103","$66,821"
FY2009,Baccalaureate (All),Wittenberg University,"$753,510","$3,833,634","$468,841","$10,060","$9,021","$1,295,159","$1,783,081","$103,000","$80,494","$5,697,209","$2,424,157",,,,,,,"$63,473"
FY2010,Baccalaureate (All),Wittenberg University,"$727,479","$3,296,418","$369,611","$12,000",$0,"$1,255,440","$1,637,051","$5,305,000","$4,704,173","$9,637,642","$7,371,281",,,,,,,"$100,926"
FY2006,Baccalaureate (All),Lewis & Clark College,"$3,056,695","$4,034,693","$1,109,757","$8,000","$1,200","$829,974","$1,948,931","$200,000","$98,170","$6,081,794","$1,478,379",407,"$50,029",0,407,$0,"$50,029","$18,407"
FY2007,Baccalaureate (All),Lewis & Clark College,"$2,769,756","$4,115,930","$2,269,000","$2,800","$860,400","$5,013,630","$8,145,830",$0,$0,"$12,261,760","$3,574,729",320,"$40,619",0,320,$0,"$40,619","$21,664"
FY2008,Baccalaureate (All),Lewis & Clark College,"$3,332,149","$4,349,366","$869,439","$4,368,409",$0,"$2,000,600","$7,238,448",$0,$0,"$11,587,814","$1,100,871",581,"$53,353",0,581,$0,"$53,353","$27,570"
FY2009,Baccalaureate (All),Lewis & Clark College,"$2,780,005","$3,725,411","$1,777,375","$550,227","$10,483","$1,811,908","$4,149,993",$0,$0,"$7,875,404","$3,107,714",558,"$60,933",41,599,"$5,008","$65,941","$34,127"
FY2010,Baccalaureate (All),Lewis & Clark College,"$4,652,047","$6,225,172","$25,744","$557,476","$5,432","$912,991","$1,501,643","$199,410","$35,922","$7,762,737","$1,790,806",,,,,,,"$33,924"
FY2006,Baccalaureate (All),Linfield College,"$882,770","$1,559,919","$3,830,372","$11,391",$0,"$1,330,606","$5,172,369","$413,850","$226,111","$6,958,399","$4,699,354","1,044","$128,107",62,"1,106","$261,263","$389,370","$59,041"
FY2007,Baccalaureate (All),Linfield College,"$1,285,572","$2,081,319","$367,768","$11,250",$0,"$2,334,916","$2,713,934","$140,000","$77,019","$4,872,272","$2,969,444","1,550","$251,195",18,"1,568","$56,170","$307,365","$87,666"
FY2008,Baccalaureate (All),Linfield College,"$1,000,636","$1,859,969","$1,348,651","$8,500",$0,"$1,327,690","$2,684,841","$62,222","$33,606","$4,578,416","$1,336,063","1,129","$145,379",47,"1,176","$94,177","$239,556","$42,601"
FY2009,Baccalaureate (All),Linfield College,"$1,561,596","$2,236,874","$900,585",$0,$0,"$1,396,146","$2,296,731","$10,000","$7,771","$4,541,376","$1,316,371","1,059","$176,712",5,"1,064","$4,425","$181,137","$56,243"
FY2010,Baccalaureate (All),Linfield College,"$1,437,576","$2,170,982","$1,629,827",$0,$0,"$3,856,720","$5,486,547","$10,000","$4,563","$7,662,092","$1,378,793",963,"$205,853",35,998,"$4,171","$210,024","$64,884"
FY2006,Baccalaureate (All),Oregon Institute of Technology,"$318,373","$397,792","$1,566,182",$0,"$2,500","$159,394","$1,728,076",,"$16,505","$2,142,373","$92,901",,,,,,,
FY2007,Baccalaureate (All),Oregon Institute of Technology,"$264,878","$321,213","$5,239,301","$6,803","$1,500","$127,604","$5,375,208",,"$9,785","$5,706,206","$132,521",,,,,,,
FY2008,Baccalaureate (All),Oregon Institute of Technology,"$324,594","$377,547","$4,580,278","$6,735",$0,"$472,451","$5,059,464",,$0,"$5,437,011","$74,211",,,,,,,
FY2009,Baccalaureate (All),Oregon Institute of Technology,"$321,479","$344,075","$493,564","$7,666",$0,"$77,782","$579,012",,$0,"$923,087","$34,245",,,,,,,
FY2010,Baccalaureate (All),Oregon Institute of Technology,"$443,014","$476,608","$425,898",$0,$0,"$84,765","$510,663",,$0,"$987,271","$58,115",,,,,,,
FY2006,Baccalaureate (All),Reed College,"$944,021","$3,787,921","$199,250","$211,639",$150,"$10,925,570","$11,336,609","$4,227,195","$1,976,588","$17,101,118","$8,462,233",0,$0,0,0,$0,$0,$0
FY2007,Baccalaureate (All),Reed College,"$812,060","$3,829,483","$660,502","$1,347,944",$300,"$10,534,603","$12,543,349","$4,218,747","$1,811,261","$18,184,093","$10,708,226",0,$0,0,0,$0,$0,$0
FY2008,Baccalaureate (All),Reed College,"$2,576,756","$5,452,356","$390,000","$3,535,441",$300,"$5,777,186","$9,702,927","$3,529,988","$1,403,578","$16,558,861","$7,032,355",,,,,,,$0
FY2009,Baccalaureate (All),Reed College,"$1,809,072","$4,632,442","$597,748","$2,949,595",$400,"$3,990,655","$7,538,398","$329,724","$150,434","$12,321,274","$5,022,602",0,$0,0,0,$0,$0,$0
FY2010,Baccalaureate (All),Reed College,"$2,249,553","$5,057,631","$1,042,850","$3,830,312",$200,"$23,156,135","$28,029,497","$2,368,404","$608,732","$33,695,860","$5,536,183",0,$0,0,0,$0,$0,$0
FY2006,Baccalaureate (All),Willamette University,"$2,430,007","$3,635,166","$1,480,809","$114,596",$240,"$6,271,476","$7,867,121","$1,546,324","$605,728","$12,108,015","$4,297,526",151,"$77,253",1,152,"$100,000","$177,253","$64,818"
FY2007,Baccalaureate (All),Willamette University,"$2,467,086","$3,707,272","$5,193,905","$38,701","$860,450","$4,443,603","$10,536,659","$1,780,131","$674,638","$14,918,569","$5,505,836",906,"$186,520",6,912,"$1,730","$188,250","$90,564"
