Year,Comparison Group,Institution,Total Curr Ops/Restricted Total,Total Current Operations,"Total Cap Purp/Prop, Bldgs, Equip",Total Cap Purp/Endowment/Unrestricted,Total Cap Purp/Loan Funds,Total Cap Purp/Endow/Restricted/Outright,Total Capital Purposes (Outright Gifts Only),Total Deferred/Face Value ,Total Deferred/Present Value ,Grand Total ,Alumni: Total ,Athletics/Curr Ops: Donors (#),Athletics/Curr Ops: Total Amount ($),Athletics/Cap Purp: Donors (#),Athletics/Total: Donors (#),Athletics/Cap Purp: Total Amount ($),Athletics/Total: Total Amount ($),Alumni: Curr Ops/Athletics
FY2011,Baccalaureate (All),Wesleyan University,"$9,154,196","$17,185,246","$2,939,831","$1,114,178",$0,"$14,139,821","$18,193,830","$2,357,312","$1,179,898","$36,558,974","$14,885,219",739,"$369,221",0,739,$0,"$369,221","$192,954"
FY2012,Baccalaureate (All),Wesleyan University,"$7,190,595","$15,001,767","$381,432","$175,457",$0,"$14,029,811","$14,586,700","$1,885,900","$776,876","$30,365,343","$12,676,796",892,"$600,320",0,892,$0,"$600,320","$260,239"
FY2013,Baccalaureate (All),Wesleyan University,"$7,242,575","$14,822,486","$1,368,296","$725,021",$0,"$24,637,743","$26,731,060","$629,608","$525,700","$42,079,246","$22,240,030","1,104","$707,692",0,"1,104",$0,"$707,692","$279,040"
FY2014,Baccalaureate (All),Wesleyan University,"$10,067,865","$17,457,664","$570,567","$164,435",$0,"$22,763,197","$23,498,199","$2,855,088","$2,107,986","$43,063,849","$14,739,868","1,380","$1,084,492",1,"1,381","$50,318","$1,134,810","$471,013"
FY2015,Baccalaureate (All),Wesleyan University,"$8,969,351","$15,394,615","$250,552","$1,242,804",$0,"$21,704,165","$23,197,521","$1,516,281","$1,252,964","$39,845,100","$17,319,431","1,586","$1,030,241",1,"1,587","$25,184","$1,055,425","$526,065"
FY2016,Baccalaureate (All),Wesleyan University,"$12,362,608","$18,582,455","$739,374","$880,559",$0,"$19,903,894","$21,523,827","$1,075,064","$862,050","$40,968,332","$15,207,302","1,778","$1,145,735",7,"1,785","$380,288","$1,526,023","$723,936"
FY2014,Baccalaureate (All),Wesley College,"$265,482","$743,710","$493,386",$0,$0,"$25,778","$519,164",,$0,"$1,262,874","$338,459",,,,,,,
FY2015,Baccalaureate (All),Wesley College,"$364,524","$732,104","$1,291,321",$0,$0,"$60,809","$1,352,130",,$0,"$2,084,234","$398,700",,,,,,,
FY2012,Baccalaureate (All),Bethune-Cookman University,"$1,093,140","$2,656,784","$388,990",$200,$0,"$507,961","$897,151",,$0,"$3,553,935","$607,827",,,,,,,
FY2011,Baccalaureate (All),Edison State College,$0,"$552,266","$207,963","$15,530",$0,"$1,435,076","$1,658,569",,$0,"$2,210,835",$0,,,,,,,
FY2012,Baccalaureate (All),Indian River State College,"$2,255,635","$2,478,638","$1,000,000",$0,$0,"$369,053","$1,369,053",,$0,"$3,847,691","$46,654",,,,,,,
FY2013,Baccalaureate (All),Indian River State College,"$2,021,143","$2,412,783","$339,000",$0,$0,"$632,871","$971,871",,$0,"$3,384,654","$49,000",,,,,,,
FY2011,Baccalaureate (All),Northwest Florida State College,$0,"$106,457",$0,"$598,078",$0,"$154,633","$752,711",,$0,"$859,168","$14,269",,,,,,,
FY2012,Baccalaureate (All),Northwest Florida State College,"$616,648","$680,067",$0,$0,$0,"$237,941","$237,941",,$0,"$918,008","$34,387",,,,,,,
FY2013,Baccalaureate (All),Northwest Florida State College,"$725,015","$823,701",$0,$0,$0,"$1,032,201","$1,032,201",,$0,"$1,855,902","$41,868",,,,,,,
FY2014,Baccalaureate (All),Northwest Florida State College,"$394,303","$398,747",$0,$0,$0,"$145,796","$145,796",,$0,"$544,543","$59,418",,,,,,,
FY2015,Baccalaureate (All),Northwest Florida State College,"$499,727","$507,763",$0,$0,$0,"$320,173","$320,173",,$0,"$827,936","$22,286",,,,,,,
FY2016,Baccalaureate (All),Northwest Florida State College,"$331,982","$332,698",$0,$0,$0,"$143,317","$143,317",,$0,"$476,015","$25,661",,,,,,,
FY2011,Baccalaureate (All),Abraham Baldwin Agricultural College,"$185,786","$260,966","$240,000",$0,$0,"$153,458","$393,458",$0,$0,"$654,424","$108,850",28,"$8,331",0,28,$0,"$8,331","$2,846"
FY2012,Baccalaureate (All),Abraham Baldwin Agricultural College,"$312,391","$360,183","$100,000",$0,$0,"$173,597","$273,597",$0,$0,"$633,780","$157,385",73,"$9,818",0,73,$0,"$9,818","$1,591"
FY2014,Baccalaureate (All),Abraham Baldwin Agricultural College,"$501,534","$3,141,705",$0,$0,$0,"$276,935","$276,935",,$0,"$3,418,640","$232,033",,,,,,,
FY2015,Baccalaureate (All),Abraham Baldwin Agricultural College,"$161,647","$220,825",$0,$0,$0,"$456,313","$456,313",,$0,"$677,138","$103,096",,,,,,,
FY2016,Baccalaureate (All),Abraham Baldwin Agricultural College,"$645,662","$671,345",$0,$0,$0,"$262,563","$262,563",,$0,"$933,908","$170,368",,,,,,,
FY2011,Baccalaureate (All),Agnes Scott College,"$1,673,570","$4,321,698","$781,833","$100,000",$423,"$5,151,567","$6,033,823","$145,144","$65,204","$10,420,725","$7,067,041",,,,,,,$0
FY2012,Baccalaureate (All),Agnes Scott College,"$2,816,171","$4,207,229","$339,118","$5,000",$353,"$2,232,648","$2,577,119","$100,000","$34,524","$6,818,872","$3,117,848",,,,,,,$0
FY2013,Baccalaureate (All),Agnes Scott College,"$2,129,715","$3,471,129","$1,222,938",$0,$0,"$1,944,275","$3,167,213","$60,000","$17,252","$6,655,594","$2,890,270",,,,,,,$0
FY2014,Baccalaureate (All),Agnes Scott College,"$4,471,071","$5,895,647","$6,791,879",$0,$0,"$1,937,462","$8,729,341","$264,360","$129,186","$14,754,174","$4,347,132",,,,,,,$0
FY2015,Baccalaureate (All),Agnes Scott College,"$3,376,070","$4,550,719","$5,950,319","$35,000",$68,"$1,288,610","$7,273,997","$25,503","$8,815","$11,833,531","$3,334,490",,,,,,,$0
FY2016,Baccalaureate (All),Agnes Scott College,"$2,860,025","$4,252,230","$2,901,965","$2,727",$0,"$795,246","$3,699,938",$0,$0,"$7,952,168","$4,277,062",,,,,,,$0
FY2011,Baccalaureate (All),College of Coastal Georgia,"$1,271,042","$1,460,569",$0,$0,$0,"$325,127","$325,127",$0,$0,"$1,785,696","$2,250",,,,,,,$280
FY2012,Baccalaureate (All),College of Coastal Georgia,"$568,116","$739,386","$675,753",$0,$0,"$703,840","$1,379,593",$0,$0,"$2,118,979","$15,856",,,,,,,$0
FY2013,Baccalaureate (All),College of Coastal Georgia,"$617,639","$709,831","$762,000",$0,$0,"$108,580","$870,580","$25,000","$12,052","$1,592,463","$8,740",0,$0,0,0,$0,$0,$0
FY2014,Baccalaureate (All),College of Coastal Georgia,"$768,434","$892,249","$782,000",$0,$0,"$193,955","$975,955",$0,$0,"$1,868,204","$10,482",,,,,,,$0
FY2015,Baccalaureate (All),College of Coastal Georgia,"$608,890","$687,779",$0,$0,$0,$0,$0,$0,$0,"$687,779","$6,205",0,$0,0,0,$0,$0,$0
FY2011,Baccalaureate (All),Gordon College,"$61,561","$106,563","$9,675",$0,"$2,000","$103,951","$115,626",$0,$0,"$222,189","$65,717",0,$0,1,1,$6,$6,$0
FY2012,Baccalaureate (All),Gordon College,"$62,560","$110,320","$12,930",$0,"$7,500","$42,829","$63,259",$0,$0,"$173,579","$44,431",0,$0,0,0,$0,$0,$0
FY2013,Baccalaureate (All),Gordon College,"$65,254","$110,935",$0,$0,$0,"$76,948","$76,948",$0,$0,"$187,883","$64,901",7,"$2,770",0,7,$0,"$2,770",$50
FY2014,Baccalaureate (All),Gordon College,"$72,653","$121,386",$100,$0,$0,"$47,480","$47,580",$0,$0,"$168,966","$62,384",18,"$4,182",0,18,$0,"$4,182",$100
FY2015,Baccalaureate (All),Gordon College,"$70,954","$132,634",$75,$0,$0,"$211,620","$211,695",$0,$0,"$344,329","$63,355",15,"$3,460",0,15,$0,"$3,460",$0
FY2016,Baccalaureate (All),Gordon College,"$60,181","$115,261",$100,$0,$0,"$166,812","$166,912",$0,$0,"$282,173","$49,978",4,"$2,600",0,4,$0,"$2,600",$100
FY2011,Baccalaureate (All),LaGrange College,"$1,879,432","$2,603,034","$856,977",$0,$0,"$535,105","$1,392,082",$0,$0,"$3,995,116","$631,923",,,,,,,"$7,470"
FY2012,Baccalaureate (All),LaGrange College,"$2,172,991","$2,863,209","$5,074,532","$20,562",$0,"$152,200","$5,247,294","$10,000","$4,762","$8,115,265","$456,793",,,,,,,"$42,000"
FY2013,Baccalaureate (All),LaGrange College,"$1,634,563","$2,309,709","$1,182,167","$69,526",$0,"$144,047","$1,395,740",$0,$0,"$3,705,449","$357,101",0,$0,0,0,$0,$0,$205
FY2014,Baccalaureate (All),LaGrange College,"$1,691,001","$2,518,830","$739,417","$35,498",$0,"$174,580","$949,495","$3,215,818","$2,374,565","$5,842,890","$413,695",0,$0,0,0,$0,$0,$100
FY2015,Baccalaureate (All),LaGrange College,"$1,744,798","$2,608,312","$1,671,173","$12,686",$0,"$177,922","$1,861,781","$15,000","$6,435","$4,476,528","$562,136",4,$420,0,4,$0,$420,$170
FY2016,Baccalaureate (All),LaGrange College,"$1,797,112","$2,768,269","$6,089,202","$1,006,348",$0,"$2,617,609","$9,713,159",$0,$0,"$12,481,428","$4,928,969",2,"$63,100",0,2,$0,"$63,100",$100
FY2011,Baccalaureate (All),Morehouse College,"$4,173,924","$4,808,177","$2,515,510",$0,$0,"$1,058,578","$3,574,088",$0,$0,"$8,382,265","$1,468,304",0,$0,0,0,$0,$0,
FY2012,Baccalaureate (All),Morehouse College,"$7,691,309","$8,465,682","$241,396",$0,$0,"$1,863,141","$2,104,537",$0,$0,"$10,570,219","$2,508,337",0,$0,0,0,$0,$0,
FY2011,Baccalaureate (All),Oglethorpe University,"$799,553","$2,134,267","$185,478",$0,$0,"$191,864","$377,342",$0,$0,"$2,511,609","$667,294",17,"$33,600",0,17,$0,"$33,600","$25,530"
FY2012,Baccalaureate (All),Oglethorpe University,"$793,317","$1,986,580","$3,393,979",$0,$0,"$117,103","$3,511,082",$0,$0,"$5,497,662","$1,436,302",11,"$36,779",0,11,$0,"$36,779","$26,350"
FY2013,Baccalaureate (All),Oglethorpe University,"$525,621","$1,942,581","$7,375,190",$0,$0,"$2,108,179","$9,483,369",$0,$0,"$11,425,950","$2,930,285",50,"$50,856",0,50,$0,"$50,856","$26,235"
FY2014,Baccalaureate (All),Oglethorpe University,"$458,169","$2,039,052","$1,026,151",$0,$0,"$283,787","$1,309,938",$0,$0,"$3,348,990","$890,581",54,"$43,375",2,56,"$10,500","$53,875","$28,600"
FY2015,Baccalaureate (All),Oglethorpe University,"$583,966","$2,126,957","$912,790",$0,$0,"$152,661","$1,065,451","$11,143","$5,976","$3,198,384","$1,015,977",91,"$52,482",22,113,"$19,625","$72,107","$28,350"
FY2016,Baccalaureate (All),Oglethorpe University,"$477,688","$2,083,168","$1,082,594",$100,$0,"$1,030,891","$2,113,585",$0,$0,"$4,196,753","$1,932,042",140,"$70,306",89,229,"$10,720","$81,026","$37,150"
FY2012,Baccalaureate (All),Spelman College,"$3,691,289","$5,938,661","$3,141,169","$591,893",$0,"$4,733,300","$8,466,362",,$0,"$14,405,023","$1,525,073",,,,,,,
FY2013,Baccalaureate (All),Spelman College,"$4,925,593","$7,592,689","$4,782,350","$1,078,568",$0,"$2,068,783","$7,929,701",,$0,"$15,522,390","$1,865,401",,,,,,,
FY2014,Baccalaureate (All),Spelman College,"$5,539,025","$8,180,651","$7,384,148","$102,225",$0,"$2,026,723","$9,513,096",$0,$0,"$17,693,747","$2,380,688",,,,,,,$0
FY2015,Baccalaureate (All),Spelman College,"$7,770,314","$10,457,635","$6,400,209",$894,$0,"$2,440,238","$8,841,341",$0,$0,"$19,298,976","$2,666,122",0,$0,0,0,$0,$0,$0
FY2016,Baccalaureate (All),Spelman College,"$6,269,622","$9,000,378","$3,158,913","$1,266",$0,"$3,090,217","$6,250,396",$0,$0,"$15,250,774","$2,516,233",0,$0,0,0,$0,$0,$0
FY2011,Baccalaureate (All),Wesleyan College,"$594,826","$3,928,520","$1,688,606","$135,357",$0,"$923,148","$2,747,111",$0,$0,"$6,675,631","$883,083",0,$0,0,0,$0,$0,$0
FY2012,Baccalaureate (All),Wesleyan College,"$1,096,439","$2,481,020","$2,000,620",$390,$0,"$403,721","$2,404,731",$0,$0,"$4,885,751","$851,130",0,$0,0,0,$0,$0,$0
FY2013,Baccalaureate (All),Wesleyan College,"$803,520","$2,302,813","$4,322,819","$224,958",$0,"$822,302","$5,370,079",$0,$0,"$7,672,892","$879,623",1,$500,,1,,$500,$0
FY2014,Baccalaureate (All),Wesleyan College,"$783,125","$2,391,894","$5,937,711","$48,145",$0,"$859,733","$6,845,589","$1,607,909","$1,015,312","$10,252,795","$1,195,508",,,,,,,$0
FY2015,Baccalaureate (All),Wesleyan College,"$965,279","$2,180,275","$937,120","$3,321",$0,"$382,788","$1,323,229",$0,$0,"$3,503,504","$943,821",0,$0,0,0,$0,$0,$172
FY2016,Baccalaureate (All),Wesleyan College,"$886,632","$2,171,622","$1,579,870","$1,750",$0,"$554,356","$2,135,976",$0,$0,"$4,307,598","$876,262",7,"$21,210",0,7,$0,"$21,210",$460
FY2011,Baccalaureate (All),Brigham Young University-Hawaii,"$1,764,158","$2,604,759",$114,$340,$0,"$1,611,569","$1,612,023","$200,548","$61,833","$4,278,615","$217,013",17,"$11,445",0,17,$0,"$11,445",$415
FY2013,Baccalaureate (All),College of Idaho,"$1,037,671","$1,866,562","$1,654,198",$0,$0,"$1,315,430","$2,969,628",,$0,"$4,836,190","$2,557,590",,,,,,,
FY2014,Baccalaureate (All),College of Idaho,"$993,940","$1,703,679","$2,376,162",$0,$0,"$955,739","$3,331,901",,$0,"$5,035,580","$1,165,103",,,,,,,
FY2015,Baccalaureate (All),College of Idaho,"$1,271,096","$2,257,173","$902,291",$0,$0,"$786,790","$1,689,081",,$0,"$3,946,254","$978,505",,,,,,,
FY2016,Baccalaureate (All),College of Idaho,"$767,724","$1,589,826","$4,089,000",$0,$0,"$838,103","$4,927,103",,$0,"$6,516,929","$765,779",,,,,,,
FY2011,Baccalaureate (All),Brigham Young University-Idaho,"$6,306,024","$8,423,294",$0,$0,$0,"$1,931,691","$1,931,691","$2,245,476","$1,262,696","$11,617,681","$829,049",,,,,,,$0
FY2011,Baccalaureate (All),Augustana College,"$1,460,323","$2,908,645","$9,185,661","$986,782",$0,"$1,463,048","$11,635,491","$6,030,770","$5,018,072","$19,562,208","$11,819,390",,,,,,,
FY2012,Baccalaureate (All),Augustana College,"$1,744,138","$3,288,239","$7,711,861","$247,479",$0,"$1,754,690","$9,714,030","$100,000","$85,865","$13,088,134","$7,987,221",,,,,,,
FY2013,Baccalaureate (All),Augustana College,"$1,936,748","$3,741,595","$4,669,971","$7,078,307",$0,"$1,391,127","$13,139,405",$0,$0,"$16,881,000","$8,372,326",,,,,,,
FY2014,Baccalaureate (All),Augustana College,"$2,014,125","$3,934,536","$4,426,162","$363,294",$0,"$1,145,831","$5,935,287",$0,$0,"$9,869,823","$3,361,514",,,,,,,
FY2015,Baccalaureate (All),Augustana College,"$3,345,871","$5,274,627","$3,202,074","$3,722,808",$0,"$2,117,633","$9,042,515",,"$419,075","$14,736,217","$5,602,609",,,,,,,
FY2016,Baccalaureate (All),Augustana College,"$2,478,236","$4,652,030","$1,340,330","$2,345,250",$500,"$1,970,332","$5,656,412",,"$1,722,355","$12,030,797","$6,556,435",,,,,,,
FY2011,Baccalaureate (All),Eureka College,"$704,289","$2,202,173","$614,191",$815,$0,"$529,882","$1,144,888",$0,$0,"$3,347,061","$547,661",0,$0,0,0,$0,$0,"$15,410"
FY2012,Baccalaureate (All),Eureka College,"$682,131","$1,540,752","$269,969",$500,$0,"$668,052","$938,521",$0,$0,"$2,479,273","$928,967",0,$0,0,0,$0,$0,"$22,549"
FY2013,Baccalaureate (All),Eureka College,"$481,238","$2,691,886","$1,354,749","$850,550",$0,"$771,656","$2,976,955",$0,$0,"$5,668,841","$1,610,329",0,$0,0,0,$0,$0,"$26,579"
FY2014,Baccalaureate (All),Eureka College,"$650,470","$1,440,901","$1,021,406",$650,$0,"$533,197","$1,555,253",$0,$0,"$2,996,154","$581,907",0,$0,0,0,$0,$0,"$30,076"
FY2015,Baccalaureate (All),Eureka College,"$1,187,505","$1,958,299","$2,792,901","$1,032",$0,"$2,202,832","$4,996,765",$0,$0,"$6,955,064","$1,251,489",0,$0,0,0,$0,$0,"$32,297"
FY2016,Baccalaureate (All),Eureka College,"$460,631","$1,325,871","$616,079",$500,$0,"$171,596","$788,175",$0,$0,"$2,114,046","$652,757",0,$0,0,0,$0,$0,"$24,744"
FY2011,Baccalaureate (All),Illinois College,"$547,509","$1,014,146","$612,728","$395,823",$0,"$747,522","$1,756,073","$308,067","$95,728","$2,865,947","$885,707",,,,,,,$0
FY2012,Baccalaureate (All),Illinois College,"$1,283,849","$1,732,436","$316,700","$517,018",$0,"$554,608","$1,388,326",$0,$0,"$3,120,762","$874,040",,,,,,,$0
FY2013,Baccalaureate (All),Illinois College,"$417,795","$1,354,639","$96,010","$531,130",$0,"$1,130,587","$1,757,727","$10,000","$4,216","$3,116,582","$1,919,075",,,,,,,$0
FY2014,Baccalaureate (All),Illinois College,"$546,614","$1,205,305","$272,830","$774,705",$0,"$124,975","$1,172,510",$0,$0,"$2,377,815","$1,208,396",,,,,,,$0
FY2015,Baccalaureate (All),Illinois College,"$1,032,151","$1,708,865","$781,107","$248,844",$0,"$2,173,117","$3,203,068","$60,042","$34,324","$4,946,257","$1,004,279",,,,,,,$0
FY2016,Baccalaureate (All),Illinois College,"$549,401","$1,246,393","$346,646","$243,644",$0,"$646,761","$1,237,051",$0,$0,"$2,483,444","$1,327,343",,,,,,,$0
FY2011,Baccalaureate (All),Illinois Wesleyan University,"$360,822","$5,664,660","$1,876,623","$165,179",$0,"$1,576,797","$3,618,599","$10,159","$7,320","$9,290,579","$3,314,261",,,,,,,$0
FY2012,Baccalaureate (All),Illinois Wesleyan University,"$963,225","$6,092,818","$2,304,331","$255,381",$0,"$1,765,481","$4,325,193","$161,682","$91,751","$10,509,762","$3,950,085",0,$0,0,0,$0,$0,$0
FY2013,Baccalaureate (All),Illinois Wesleyan University,"$2,155,606","$7,674,033","$2,782,461","$452,247",$0,"$4,634,801","$7,869,509","$283,663","$124,230","$15,667,772","$6,046,959",0,$0,0,0,$0,$0,"$2,725"
FY2014,Baccalaureate (All),Illinois Wesleyan University,"$848,833","$6,202,087","$711,746","$232,145",$0,"$1,915,134","$2,859,025","$50,385","$24,399","$9,085,511","$4,938,842",0,$0,0,0,$0,$0,"$1,725"
FY2015,Baccalaureate (All),Illinois Wesleyan University,"$1,440,014","$4,867,602","$1,962,394","$645,933",$0,"$1,376,205","$3,984,532",$0,$0,"$8,852,134","$3,645,061",0,$0,0,0,$0,$0,$0
FY2016,Baccalaureate (All),Illinois Wesleyan University,"$1,916,723","$5,113,513","$1,796,955","$352,306",$0,"$684,421","$2,833,682","$200,000","$107,643","$8,054,838","$2,988,127",,,,,,,"$3,166"
FY2011,Baccalaureate (All),Knox College,"$863,801","$5,267,178","$134,846","$320,462","$10,014","$5,471,695","$5,937,017","$70,700","$24,820","$11,229,015","$9,323,676",,,,,,,"$28,958"
FY2012,Baccalaureate (All),Knox College,"$845,472","$5,284,029","$3,328,642","$51,277",$0,"$1,203,834","$4,583,753","$17,127","$12,873","$9,880,655","$8,170,630",,,,,,,"$23,510"
FY2013,Baccalaureate (All),Knox College,"$802,564","$4,624,405","$5,758,376","$41,807",$0,"$7,240,193","$13,040,376",$0,$0,"$17,664,781","$10,215,673",,,,,,,"$57,317"
FY2014,Baccalaureate (All),Knox College,"$1,477,424","$5,346,562","$7,148,080","$372,758",$0,"$6,493,369","$14,014,207","$180,564","$154,436","$19,515,205","$11,315,205",,,,,,,"$230,133"
FY2015,Baccalaureate (All),Knox College,"$989,163","$5,765,687","$1,934,047","$387,650",$0,"$10,279,771","$12,601,468","$226,456","$218,281","$18,585,436","$8,715,852",0,$0,0,0,$0,$0,"$64,969"
FY2016,Baccalaureate (All),Knox College,"$1,809,829","$6,015,304","$1,977,081","$36,847",$0,"$4,983,194","$6,997,122",$0,$0,"$13,012,426","$9,246,049",0,$0,0,0,$0,$0,"$206,247"
FY2011,Baccalaureate (All),Lake Forest College,"$3,151,819","$5,160,974","$1,571,552","$700,787",$0,"$1,103,157","$3,375,496","$5,000","$3,109","$8,539,579","$3,326,167",0,$0,0,0,$0,$0,"$14,105"
FY2012,Baccalaureate (All),Lake Forest College,"$3,047,748","$5,038,466","$2,886,018","$705,212",$0,"$2,139,604","$5,730,834","$104,189","$22,228","$10,791,528","$3,507,572",0,$0,0,0,$0,$0,"$23,790"
FY2013,Baccalaureate (All),Lake Forest College,"$3,105,080","$5,067,363","$1,356,898","$180,555",$0,"$2,172,502","$3,709,955","$100,000","$50,083","$8,827,401","$4,000,636",0,$0,0,0,$0,$0,"$75,249"
FY2014,Baccalaureate (All),Lake Forest College,"$2,566,028","$4,939,476","$272,524","$1,300,846",$0,"$501,934","$2,075,304","$40,000","$21,100","$7,035,880","$2,270,695",,,,,,,"$152,140"
FY2015,Baccalaureate (All),Lake Forest College,"$3,648,063","$6,245,506","$3,928,766","$180,555",$0,"$2,163,752","$6,273,073",$0,$0,"$12,518,579","$4,718,451",,,,,,,"$60,797"
FY2016,Baccalaureate (All),Lake Forest College,"$3,277,530","$5,702,612","$6,653,887","$1,277,750",$0,"$326,491","$8,258,128",$0,$0,"$13,960,740","$7,188,959",,,,,,,"$78,944"
FY2011,Baccalaureate (All),Lincoln College,"$584,622","$764,335","$742,012","$2,985",$0,"$45,048","$790,045",,$0,"$1,554,380","$117,871",,,,,,,
FY2012,Baccalaureate (All),Lincoln College,"$112,046","$305,781","$742,059","$5,000",$0,"$103,332","$850,391",,$0,"$1,156,172","$131,423",,,,,,,
FY2013,Baccalaureate (All),Lincoln College,"$99,826","$317,320","$1,479,675",$0,$0,"$86,407","$1,566,082",,$0,"$1,883,402","$153,588",,,,,,,
FY2014,Baccalaureate (All),Lincoln College,"$158,577","$596,743","$1,130,503",$0,$0,"$43,958","$1,174,461",,"$10,508","$1,781,712","$156,187",,,,,,,
FY2015,Baccalaureate (All),Lincoln College,"$371,278","$704,815","$719,782","$308,006",$0,"$285,916","$1,313,704",,"$2,001","$2,020,520","$345,082",,,,,,,
FY2016,Baccalaureate (All),Lincoln College,"$267,442","$751,621","$229,032","$136,191",$0,"$306,518","$671,741",,$0,"$1,423,362","$448,087",,,,,,,
FY2011,Baccalaureate (All),MacMurray College,"$295,841","$1,489,238","$194,200",$500,$0,"$170,493","$365,193",$0,$0,"$1,854,431","$1,063,009",40,"$10,235",0,40,$0,"$10,235","$6,735"
FY2012,Baccalaureate (All),MacMurray College,"$829,037","$1,566,829",$0,$0,$0,"$18,527","$18,527",$0,$0,"$1,585,356","$1,174,043",61,"$15,380",0,61,$0,"$15,380","$8,605"
FY2013,Baccalaureate (All),MacMurray College,"$447,969","$1,414,426","$7,002","$3,100",$0,"$194,451","$204,553",$0,$0,"$1,618,979","$1,227,837",83,"$15,720",0,83,$0,"$15,720","$11,515"
FY2015,Baccalaureate (All),MacMurray College,"$197,518","$1,260,631","$42,351","$4,200",$0,"$1,582,729","$1,629,280",$0,$0,"$2,889,911","$923,811",21,"$7,225",68,89,"$37,240","$44,465","$6,025"
